the_geom,BIN,CNSTRCT_YR,NAME,LSTMODDATE,LSTSTATYPE,DOITT_ID,HEIGHTROOF,FEAT_CODE,GROUNDELEV,SHAPE_AREA,SHAPE_LEN,BASE_BBL,MPLUTO_BBL,GEOMSOURCE
"MULTIPOLYGON (((-73.71148830945853 40.73349248245564, -73.71154723000791 40.73347152654009, -73.71155170763083 40.733478812099605, -73.71156279220875 40.73347486950284, -73.71158434455047 40.733509933626735, -73.71151129584224 40.73353591415023, -73.71151000704911 40.73353637198412, -73.71149207892209 40.73350720357967, -73.71148864753302 40.73350161990704, -73.71149297868763 40.73350008007495, -73.71148830945853 40.73349248245564)))",4493889,1945,,08/17/2017 12:00:00 AM +0000,Constructed,927665,10.89,5110,89,373.37284721462,79.54964553554,4087980016,4087980016,Photogramm
"MULTIPOLYGON (((-73.75227922218362 40.69096841927576, -73.75225614530373 40.69092545817595, -73.75232314968326 40.690904604152834, -73.75234772111544 40.690950348350576, -73.75229417657211 40.690967012439465, -73.7522926820543 40.690964230228026, -73.75227922218362 40.69096841927576)))",4511505,1940,,08/17/2017 12:00:00 AM +0000,Constructed,882714,14.44,5110,48,357.03077770785,76.15962844162,4126540012,4126540012,Photogramm
"MULTIPOLYGON (((-73.9220349683709 40.69588279401012, -73.92193398974743 40.6958238734389, -73.92197673540505 40.69577241559896, -73.92208718270908 40.69583435205771, -73.92212410788784 40.69585523112733, -73.92207362727204 40.695905351025274, -73.9220349683709 40.69588279401012)))",3075042,2008,,08/22/2017 12:00:00 AM +0000,Constructed,1098503,26.05676184,2100,48,1124.14660432209,144.77698945761,3032850059,3032850059,Other (Man
"MULTIPOLYGON (((-73.8182933832942 40.67134800773438, -73.81846867003782 40.67138034556458, -73.81845055323159 40.671437275591025, -73.81827526634713 40.67140493773349, -73.8182933832942 40.67134800773438)))",4254520,2007,,08/22/2017 12:00:00 AM +0000,Constructed,1105814,25.24774795,2100,31,1067.74200976518,142.74578830432,4117420029,4117420029,Other (Man
"MULTIPOLYGON (((-73.85058703857936 40.67840372282407, -73.85072694844051 40.678360674259, -73.85075190042117 40.678407675732295, -73.85061199047746 40.678450724327476, -73.85058703857936 40.67840372282407)))",4190473,1925,,08/22/2017 12:00:00 AM +0000,Constructed,724524,28.08,2100,34,773.07591780341,120.6522355857,4091500052,4091500052,Photogramm
"MULTIPOLYGON (((-73.81525073043787 40.82765372599467, -73.81521792822235 40.82761606057504, -73.81524719490626 40.82760135552271, -73.81523283227308 40.8275848642203, -73.81524544449584 40.82757852691737, -73.81537434569918 40.82751375438636, -73.81542703990485 40.82757426119361, -73.81532003789589 40.827628029661525, -73.81528378723753 40.827646245389936, -73.81527825559385 40.8276398943282, -73.81525073043787 40.82765372599467)))",2078308,1930,,08/22/2017 12:00:00 AM +0000,Constructed,706574,21.09,2100,21,1402.56304157491,166.20179982128,2054840009,2054840009,Photogramm
"MULTIPOLYGON (((-74.11135073795194 40.639788609047216, -74.1113363108655 40.6397148479747, -74.11145555879696 40.63970131381849, -74.1114608670622 40.63972845752872, -74.11147611625839 40.63972672725762, -74.11148523403676 40.639773344605, -74.11135073795194 40.639788609047216)))",5004007,1915,,08/22/2017 12:00:00 AM +0000,Constructed,116961,31.81886436,2100,31,982.58162832587,129.81764679726,5001500212,5001500212,Photogramm
"MULTIPOLYGON (((-73.93707011309905 40.62645116195972, -73.93722982253045 40.62643999636878, -73.93723514683954 40.6264842067065, -73.93707543848436 40.62649537320599, -73.93707011309905 40.62645116195972)))",3215911,1925,,08/22/2017 12:00:00 AM +0000,Constructed,343349,26.76,2100,17,720.09306061308,121.38832120046,3077880017,3077880017,Photogramm
"MULTIPOLYGON (((-73.97136737505922 40.786404505367095, -73.97141133736737 40.786344496979744, -73.97141999705 40.78633267554761, -73.97144912242375 40.78634500252271, -73.97145671648653 40.78634821649135, -73.97158565693734 40.786402788105335, -73.97163092171544 40.78642194571149, -73.97162357908579 40.78643196828234, -73.97158104062993 40.78649003381951, -73.97157829988204 40.78649377472576, -73.9715377483517 40.7864766128733, -73.97151969045537 40.78650126233184, -73.9715265228804 40.786504153728146, -73.97148184811589 40.786565135423366, -73.97145939927069 40.78659577842137, -73.97137866929835 40.78656161139882, -73.97131443292396 40.78653442460813, -73.97138856741317 40.78643323031271, -73.97139936447255 40.78643780033441, -73.97141041284533 40.786422720582344, -73.97136737505922 40.786404505367095)))",1031399,1927,,08/22/2017 12:00:00 AM +0000,Constructed,267454,151.15,2100,97,4186.63936249273,301.76605880226,1012000005,1012000005,Photogramm
"MULTIPOLYGON (((-74.00692406772535 40.60107951130098, -74.00694039039229 40.601063945691074, -74.0069647962533 40.601078813636825, -74.0069850917759 40.60105945928291, -74.00707815575267 40.60111615496783, -74.00704153758281 40.60115107586515, -74.00692406772535 40.60107951130098)))",3169720,1940,,08/22/2017 12:00:00 AM +0000,Constructed,256218,27.89,2100,18,601.81713097618,116.09308883936,3064640046,3064640046,Photogramm
"MULTIPOLYGON (((-73.70962745809653 40.73251740512544, -73.70970060766606 40.732498348292935, -73.70971390214302 40.73252787631377, -73.70964075254487 40.73254693315463, -73.70962745809653 40.73251740512544)))",4555084,2004,,08/17/2017 12:00:00 AM +0000,Constructed,1227251,12.01,5110,93,243.67900378338,65.60094323112,4088150039,4088150039,Photogramm
"MULTIPOLYGON (((-73.91909064030651 40.66522283943749, -73.91894773214447 40.665244550242285, -73.91893398196322 40.66519207196979, -73.91911219356933 40.66516499642074, -73.91915711814794 40.665158171469265, -73.91917086849666 40.66521065061583, -73.91913251680462 40.665216477018205, -73.91909064030651 40.66522283943749)))",3081237,1930,,08/22/2017 12:00:00 AM +0000,Constructed,485809,26.25,2100,37,1230.68589290281,165.24014190152,3035340016,3035340016,Photogramm
"MULTIPOLYGON (((-73.9875740590723 40.627162813604464, -73.98772798620269 40.627013650929634, -73.987789077828 40.62705024735476, -73.98763515074975 40.62719941011079, -73.9875740590723 40.627162813604464)))",3130503,1930,,08/22/2017 12:00:00 AM +0000,Constructed,781059,31.97,2100,49,1491.25951969028,181.40327375042,3054850068,3054850068,Photogramm
"MULTIPOLYGON (((-73.8028878912202 40.76961538980452, -73.80290403982791 40.769521430753, -73.80290871349678 40.76952189530419, -73.80291267863068 40.769498823927435, -73.80298886878495 40.76950639240656, -73.80298511217771 40.76952825026084, -73.8029959396555 40.76952932506764, -73.8029795838562 40.76962449855953, -73.8028878912202 40.76961538980452)))",4110722,1925,,08/22/2017 12:00:00 AM +0000,Constructed,298823,26.35,2100,86,1066.04445628182,137.2288820738,4048920001,4048920001,Photogramm
"MULTIPOLYGON (((-74.16081646683453 40.54840112295503, -74.16083358758645 40.54839893771033, -74.16084974342907 40.54847259628068, -74.16082240353882 40.54847608539592, -74.16066186335604 40.548496574696784, -74.16064570771474 40.548422916100115, -74.16081646683453 40.54840112295503)))",5072211,1975,,08/22/2017 12:00:00 AM +0000,Constructed,212190,24.92,2100,51,1440.41108955227,160.29657612235,5054800032,5054800032,Photogramm
"MULTIPOLYGON (((-73.8958376075177 40.64600939445143, -73.89592961745203 40.64594992916009, -73.89597464461362 40.645990350050795, -73.89588263584594 40.646049815378994, -73.8958376075177 40.64600939445143)))",3230428,1960,,08/22/2017 12:00:00 AM +0000,Constructed,721205,34.43,2100,10,646.72345381787,105.59839657093,3082100047,3082100047,Photogramm
"MULTIPOLYGON (((-74.08854203896152 40.594293646064465, -74.08857300108194 40.59431255030145, -74.0886610684738 40.59436631836742, -74.08862261463112 40.59440291647689, -74.08850358509426 40.5943302432338, -74.08852016915635 40.59431446049723, -74.08854203896152 40.594293646064465)))",5049019,1984,,08/22/2017 12:00:00 AM +0000,Constructed,126362,27.58,2100,28,723.51188780666,118.87186760506,5033250026,5033250026,Photogramm
"MULTIPOLYGON (((-73.75182442702 40.7447637790271, -73.75192487897094 40.74475297138754, -73.7519370787683 40.744818560213126, -73.75183662672043 40.74482936786323, -73.75182442702 40.7447637790271)))",4453005,1949,,08/22/2017 12:00:00 AM +0000,Constructed,193424,25.61,2100,127,678.45184009361,104.49172649464,4076680010,4076680010,Photogramm
"MULTIPOLYGON (((-74.09614273226344 40.63374098691103, -74.09635151982347 40.63355910257748, -74.09637494910284 40.63353869157386, -74.09642871153494 40.63357450969609, -74.09646113774461 40.63359611388127, -74.09634086393625 40.6337008911283, -74.09634581193961 40.63373116785737, -74.0963013320404 40.63376991756006, -74.09625141914742 40.63381339862122, -74.09616933248729 40.633758709406415, -74.09614273226344 40.63374098691103)))",5002991,1900,,08/22/2017 12:00:00 AM +0000,Constructed,576574,13.91562406,2100,210,3472.35093483806,271.38918189224,5001250041,5001250041,Photogramm
"MULTIPOLYGON (((-73.8230227050749 40.778223407386086, -73.82303471691387 40.778158811065566, -73.82308100054797 40.778163785379085, -73.82308817995545 40.77812518278743, -73.82314350783837 40.77813112819655, -73.82313322547196 40.778186421374166, -73.82311032081383 40.77830959498092, -73.82300870786926 40.77829867613083, -73.8230227050749 40.778223407386086)))",4105057,1920,,08/22/2017 12:00:00 AM +0000,Constructed,136258,30.9,2100,58,1682.52299351152,188.1798835861,4046400013,4046400013,Photogramm
"MULTIPOLYGON (((-73.92435508374534 40.612236029431365, -73.92450966160071 40.61222560936148, -73.92451673348215 40.61228654239023, -73.9243621554878 40.612296961569, -73.92435508374534 40.612236029431365)))",3241367,1925,,08/22/2017 12:00:00 AM +0000,Constructed,599439,28.79513112,2100,12,960.20217875673,130.74290465569,3085290041,3085290041,Photogramm
"MULTIPOLYGON (((-73.73774416852706 40.732115617680265, -73.73789314269291 40.732085569079715, -73.73791048371706 40.732135316826465, -73.73776150944782 40.73216536544928, -73.73774416852706 40.732115617680265)))",4166223,1925,,08/22/2017 12:00:00 AM +0000,Constructed,710817,32.28705399,2100,96,800.94178467573,122.93115612678,4079400055,4079400055,Photogramm
"MULTIPOLYGON (((-73.74315122176169 40.72878453874358, -73.7432769659041 40.728708404370714, -73.74331282877586 40.72874268308624, -73.7433167290193 40.72874641089734, -73.74329912136582 40.72875707153513, -73.74330279398684 40.72876058181575, -73.74319465746952 40.72882605559726, -73.7431758591846 40.72880808806903, -73.74315122176169 40.72878453874358)))",4228414,1925,,08/22/2017 12:00:00 AM +0000,Constructed,692180,30.29,2100,101,850.89225946902,127.74856108347,4106650041,4106650041,Photogramm
"MULTIPOLYGON (((-74.0297540082704 40.63562259491767, -74.02977515500356 40.635570923066005, -74.02984155681624 40.63558669465209, -74.0299149821162 40.63560413483554, -74.02989383548037 40.635655805812256, -74.02981056121178 40.63563602681979, -74.0297540082704 40.63562259491767)))",3146300,1925,,08/22/2017 12:00:00 AM +0000,Constructed,541427,26.79,2100,68,801.6039099296,120.74067939543,3058850095,3058850095,Photogramm
"MULTIPOLYGON (((-73.85320206028582 40.8978668462231, -73.85326824125742 40.89778405781208, -73.85330404559842 40.89780053716877, -73.85332509359512 40.897810224317524, -73.85335366369397 40.8977744843386, -73.85326724297286 40.897734708156065, -73.85325858620486 40.89773072421214, -73.85326236929384 40.89772599156842, -73.8533332744361 40.89763729293537, -73.8533539181185 40.8976467940656, -73.85351715433141 40.897721924374046, -73.85353114656778 40.89770442138796, -73.85353187128928 40.897703514618414, -73.85360096906882 40.89773531645182, -73.85357318929047 40.897770068761794, -73.85351858166355 40.89783838232663, -73.85345490409107 40.89780907446512, -73.85343597700039 40.89780036345716, -73.85340647276449 40.89783727290074, -73.85348907626985 40.897875291789504, -73.8534261513859 40.897954009764504, -73.85333207362751 40.89791741703038, -73.85320206028582 40.8978668462231)))",2069898,1928,,08/22/2017 12:00:00 AM +0000,Constructed,646081,68.33,2100,151,6066.36908864034,445.31581779472,2050470023,2050470023,Photogramm
"MULTIPOLYGON (((-74.10459403450339 40.58498605307344, -74.10464505261233 40.584941952074196, -74.10469905280837 40.58497826334588, -74.10464803470587 40.58502236346839, -74.10459403450339 40.58498605307344)))",5144493,1932,,08/17/2017 12:00:00 AM +0000,Constructed,785718,14.66,5110,31,428.45297571733,82.84538074297,5035530022,5035530022,Photogramm
"MULTIPOLYGON (((-73.8632406062904 40.84708705603028, -73.86336799631813 40.847061955357276, -73.86337849425955 40.847092676411286, -73.86334607227299 40.84709906572793, -73.86335348660229 40.847120762890384, -73.86324689732211 40.84714176575051, -73.86320108060401 40.84715079289961, -73.86316882703072 40.847157148147424, -73.86313775146331 40.847163271556134, -73.86311983936697 40.84711085240316, -73.86315186040494 40.84710454281834, -73.86318516502915 40.84709798080789, -73.8632406062904 40.84708705603028)))",2043646,1925,,08/22/2017 12:00:00 AM +0000,Constructed,434798,28.39494299,2100,40,1323.84144827709,181.32332746261,2040530053,2040530053,Photogramm
"MULTIPOLYGON (((-73.89931641040221 40.71612838844369, -73.89937200399264 40.71619601678177, -73.89940462895413 40.71623570378805, -73.8993744657552 40.716250059485304, -73.89935251724876 40.71626050423422, -73.89931449951375 40.716214256778635, -73.89925631648576 40.71614347886182, -73.89928550730443 40.71612958700822, -73.89929348956912 40.71613929699474, -73.89930027829672 40.716136065596736, -73.89931641040221 40.71612838844369)))",4061745,1925,,08/22/2017 12:00:00 AM +0000,Constructed,491029,24.4,2100,105,825.61110795677,134.65668411767,4027620036,4027620036,Photogramm
"MULTIPOLYGON (((-73.853275881138 40.729283346287225, -73.85331360679783 40.72927209115219, -73.85330104180588 40.72924771725412, -73.85333420231687 40.729237825071166, -73.85335517267296 40.72927850439623, -73.85337138107822 40.729309944726005, -73.85338700839738 40.729340256875176, -73.85339108554969 40.72934816674167, -73.85332019929123 40.72936931409027, -73.85331316241265 40.72935566330269, -73.85329754337789 40.72932536556225, -73.85328083759289 40.72929295924178, -73.853275881138 40.729283346287225)))",4050944,1945,,08/22/2017 12:00:00 AM +0000,Constructed,661396,24.2,2100,72,804.151510883,128.57057703886,4021160030,4021160030,Photogramm
"MULTIPOLYGON (((-73.94683827803037 40.754985431322105, -73.94679604367484 40.75491289141448, -73.94688023986107 40.75488454453697, -73.94690390399721 40.75487657786873, -73.94690595244914 40.75486048587913, -73.94691814184453 40.75476473624357, -73.94695599225199 40.75476752273358, -73.94701908337653 40.75477216685931, -73.94700564052327 40.75487776115536, -73.94701222870474 40.754884547693955, -73.94701736507338 40.754889838725326, -73.94706842782558 40.75491914934034, -73.9471321095562 40.75495570308738, -73.94706386433914 40.75502445595686, -73.94701774089343 40.75499798150297, -73.94693838526459 40.7549524307278, -73.94683827803037 40.754985431322105)))",4595560,1939,,08/22/2017 12:00:00 AM +0000,Constructed,1261115,58.28389807,2100,17,3812.15334205654,319.73856875638,4004650001,4004650001,Other (Man
"MULTIPOLYGON (((-73.86207761162753 40.67161566254514, -73.86211430046541 40.6716105888883, -73.86216573131563 40.67160347700368, -73.8621919229157 40.67159985498488, -73.86224587246724 40.671592394880015, -73.8622584587565 40.67164515769596, -73.86221652425328 40.67165095633586, -73.86216038481734 40.67165871997885, -73.86210719945468 40.671666074698656, -73.8620901977862 40.671668426279815, -73.86207814866157 40.671617910877806, -73.86207761162753 40.67161566254514)))",3096187,1920,,08/22/2017 12:00:00 AM +0000,Constructed,675098,22.35,2100,13,926.8409671911,133.95321457129,3042900011,3042900011,Photogramm
"MULTIPOLYGON (((-73.9723001723432 40.675603789627225, -73.97238315856245 40.675481629519396, -73.97244426532518 40.675505691520115, -73.97236127918791 40.67562785167167, -73.97233805906113 40.67562713378408, -73.97231988613115 40.67561155230729, -73.9723001723432 40.675603789627225)))",3024449,1899,,08/22/2017 12:00:00 AM +0000,Constructed,246021,42.05,2100,110,973.79944050486,139.49072396347,3010590034,3010590034,Photogramm
"MULTIPOLYGON (((-73.86888915449556 40.875040086527434, -73.86892600172156 40.875040828063746, -73.8690520600273 40.87504336376909, -73.86905170044344 40.87505366765299, -73.8690497743179 40.875108842010164, -73.8690249678671 40.875108342903665, -73.86892745388015 40.875106380786036, -73.86888686743953 40.87510556476398, -73.86888915449556 40.875040086527434)))",2056873,1950,,08/22/2017 12:00:00 AM +0000,Constructed,745963,29.84,2100,72,1075.52762637968,137.86531762694,2046230026,2046230026,Photogramm
"MULTIPOLYGON (((-73.87472108191257 40.86015967835405, -73.87475897635169 40.86004589923268, -73.87476142587768 40.860046369246405, -73.87487884426761 40.86006891076279, -73.87493943154234 40.86008054235745, -73.87490217673457 40.86019240238384, -73.87487126277159 40.86028522298853, -73.87480395748061 40.86027230176997, -73.87471735828947 40.86025567655531, -73.87470284368133 40.86025288998297, -73.87469673052061 40.86025171630773, -73.87469080706114 40.86025057975836, -73.87472108191257 40.86015967835405)))",2115607,1984,,09/30/2016 12:00:00 AM +0000,Constructed,179266,19.94927443,2100,66,3960.44027179112,256.81563478556,2043360001,2043360001,Photogramm
"MULTIPOLYGON (((-73.88664067311244 40.755561262079844, -73.88668722550001 40.755556320879094, -73.88671302213228 40.755553583499115, -73.88674268051993 40.75571517694449, -73.88667033132798 40.75572285554362, -73.8866552998048 40.7556409550439, -73.88664067311244 40.755561262079844)))",4026897,1931,,08/22/2017 12:00:00 AM +0000,Constructed,655298,35.41,2100,64,1203.06908798201,159.36588624157,4011760039,4011760039,Photogramm
"MULTIPOLYGON (((-73.91362084429565 40.61898433691919, -73.91375077541194 40.61889731447447, -73.91379044706215 40.61893170811339, -73.91366051593187 40.61901872970214, -73.91362084429565 40.61898433691919)))",3236460,1920,,08/22/2017 12:00:00 AM +0000,Constructed,460730,32.03,2100,10,801.16324581093,129.41307687139,3083870012,3083870012,Photogramm
"MULTIPOLYGON (((-74.03375488550056 40.61480975008654, -74.03379743013667 40.61476003242806, -74.0338604971382 40.61479137181023, -74.0338463073421 40.61480795458092, -74.0338003165288 40.61486170130106, -74.03377896951861 40.61485109403559, -74.03375711139155 40.61487663743116, -74.03377845840645 40.61488724470069, -74.03376446816033 40.614903594167494, -74.03371985191335 40.6149557339217, -74.03365678482255 40.6149243944629, -74.03375488550056 40.61480975008654)))",3155856,1935,,08/22/2017 12:00:00 AM +0000,Constructed,243792,28.83,2100,56,1415.74676506504,198.9333719247,3061260060,3061260060,Photogramm
"MULTIPOLYGON (((-73.81861214228304 40.88867212629114, -73.81872859223638 40.88860103925551, -73.81875062446824 40.888587589956046, -73.81875784731119 40.88858318080503, -73.81877992018282 40.888604005013114, -73.818810269518 40.88863263682745, -73.81880719472741 40.88863451401941, -73.8188023656311 40.88863746183827, -73.81873392505581 40.88867924144934, -73.81866456326259 40.88872158327754, -73.81861214228304 40.88867212629114)))",2083087,1965,,08/22/2017 12:00:00 AM +0000,Constructed,142448,22.95,2100,24,1195.64862216672,149.65694055127,2056550055,2056550055,Photogramm
"MULTIPOLYGON (((-74.24257096672154 40.504160874100094, -74.24273086517336 40.5041281195168, -74.2427643312203 40.50422330799958, -74.24268111169424 40.50424035550045, -74.24259947064571 40.50425707901422, -74.24257712431643 40.50419351710963, -74.24257668317405 40.50419224018587, -74.24257662364762 40.504192091723795, -74.2425766625499 40.50419208353676, -74.24257838607609 40.504191731387294, -74.24258158437817 40.504191076242854, -74.24257562647747 40.504174130000855, -74.24257096672154 40.504160874100094)))",5087947,1915,,08/22/2017 12:00:00 AM +0000,Constructed,887342,30.16,2100,40,1688.17086059076,166.7509253441,5078870014,5078870014,Photogramm
"MULTIPOLYGON (((-74.10190620616514 40.58110536156179, -74.10192186964005 40.58109115360033, -74.10197494991748 40.58112516973925, -74.10194541223802 40.58115196314266, -74.10192430165633 40.58113843528265, -74.10189233195574 40.58111794789069, -74.10190620616514 40.58110536156179)))",5139945,1955,,08/17/2017 12:00:00 AM +0000,Constructed,912716,9.61,5110,9,245.61248773064,64.02524707839,5035730035,5035730035,Photogramm
"MULTIPOLYGON (((-73.85669396506108 40.68274953435683, -73.856759955165 40.68273128743553, -73.85678127581905 40.68277597142564, -73.85671528567674 40.682794218359064, -73.85669396506108 40.68274953435683)))",4495205,1915,,08/17/2017 12:00:00 AM +0000,Constructed,684912,8.1,5110,22,337.27030456568,73.58567038546,4090540061,4090540061,Photogramm
"MULTIPOLYGON (((-73.9373593764192 40.611071887168656, -73.93741024335414 40.61103822456773, -73.93751351895962 40.61112885971372, -73.93750377855972 40.61113530485364, -73.93751264776904 40.611143088380366, -73.93747152003412 40.61117030588926, -73.9373593764192 40.611071887168656)))",3238846,1925,,08/22/2017 12:00:00 AM +0000,Constructed,58277,19.6123,2100,15,874.83001198405,132.38795674452,3084760038,3084760038,Photogramm
"MULTIPOLYGON (((-74.00444910358823 40.63041171466529, -74.00450646863685 40.63035721209253, -74.00454141995121 40.63032400586286, -74.00455849202227 40.63033443590429, -74.00460324964435 40.63036178019583, -74.00451093331043 40.63044948904759, -74.00444910358823 40.63041171466529)))",3141488,1920,,08/22/2017 12:00:00 AM +0000,Constructed,16613,24.05,2100,58,901.05901297212,125.91667737176,3057300039,3057300039,Photogramm
"MULTIPOLYGON (((-73.89968587025739 40.90768203343752, -73.89969877801889 40.90763480802584, -73.89979196191459 40.907649468654306, -73.89978898055325 40.907660377216644, -73.89977357486134 40.90771673676799, -73.89976789260284 40.907737524883, -73.89975409213402 40.90778801377634, -73.89972156527358 40.907782896903115, -73.899660908051 40.90777335401819, -73.89966624780767 40.90775381998343, -73.89968587025739 40.90768203343752)))",2085227,1955,,08/22/2017 12:00:00 AM +0000,Constructed,527125,28.01,2100,96,1356.10011179609,155.71503870106,2058670310,2058670310,Photogramm
"MULTIPOLYGON (((-73.79587916630179 40.68320151616641, -73.79587144481067 40.68318585509529, -73.79583728527194 40.68319561552397, -73.79582626499521 40.683173264963834, -73.79597663812118 40.683130298790694, -73.79598302792976 40.68312847306653, -73.79598438577355 40.683131228352806, -73.79600176858183 40.683166485573174, -73.79587916630179 40.68320151616641)))",4259871,1930,,08/22/2017 12:00:00 AM +0000,Constructed,570795,23.86,2100,27,625.27279839635,122.46407591833,4119910047,4119910047,Photogramm
"MULTIPOLYGON (((-73.76347744994419 40.596599323894225, -73.76353869282741 40.596592740109585, -73.76354587292856 40.59663154593508, -73.76347402299888 40.596639270471286, -73.76346589667209 40.596640143464725, -73.7634587166133 40.59660133853476, -73.76347744994419 40.596599323894225)))",4517104,1930,,08/17/2017 12:00:00 AM +0000,Constructed,874121,12.61878844,5110,7,320.25487453411,73.41557035575,4157950025,4157950025,Photogramm
"MULTIPOLYGON (((-73.9091988088195 40.6326941102493, -73.90925367813658 40.632658647875346, -73.90935818692735 40.63275250052801, -73.90935952453002 40.632753701975254, -73.90935481238607 40.63275674832078, -73.90930465518981 40.63278916529988, -73.9091988088195 40.6326941102493)))",3225519,1965,,08/22/2017 12:00:00 AM +0000,Constructed,786289,31.17,2100,8,906.9934269557,130.77098646892,3080320003,3080320003,Photogramm
"MULTIPOLYGON (((-73.9490632510228 40.692150147346645, -73.94908297132014 40.692257600797426, -73.9490145482639 40.69226487546681, -73.94899482807467 40.69215742200442, -73.9490632510228 40.692150147346645)))",3049454,1910,,08/22/2017 12:00:00 AM +0000,Constructed,541685,35.54430304,2100,40,757.32042384918,117.37476159198,3017740044,3017740044,Photogramm
"MULTIPOLYGON (((-73.79756400581886 40.770605538320055, -73.7975709538863 40.77055528970461, -73.79757140804955 40.77055200455738, -73.79757536086193 40.770552320375394, -73.79771244815245 40.77056327625253, -73.79770504721834 40.77061681002625, -73.79756400581886 40.770605538320055)))",4111414,1940,,08/22/2017 12:00:00 AM +0000,Constructed,688575,21.53,2100,73,770.3777483751,117.7866612335,4049210003,4049210003,Photogramm
"MULTIPOLYGON (((-73.72520511716152 40.652762881255306, -73.72520677772633 40.65270907995342, -73.72535922071053 40.65271180793873, -73.72535756026859 40.65276560924281, -73.72520511716152 40.652762881255306)))",4291231,1972,,08/22/2017 12:00:00 AM +0000,Constructed,704963,30.54459678,2100,12,829.58322554204,123.83578309929,4137040020,4137040020,Photogramm
"MULTIPOLYGON (((-73.74411237535693 40.67086545845899, -73.7441412277475 40.670816975640314, -73.7442024309448 40.67083809113312, -73.74417357858962 40.67088657396703, -73.74411237535693 40.67086545845899)))",4528403,1920,,08/17/2017 12:00:00 AM +0000,Constructed,963395,9.86680512,5110,26,361.46435288929,76.06376932037,4131770044,4131770044,Photogramm
"MULTIPOLYGON (((-73.97579508475981 40.60035839119159, -73.97571744314419 40.60036542860373, -73.97571237707781 40.600332960103074, -73.97579001865648 40.600325921793825, -73.97579508475981 40.60035839119159)))",3370685,1925,,08/17/2017 12:00:00 AM +0000,Constructed,965501,8.84,5110,24,258.65464020878,67.25053550492,3070850025,3070850025,Photogramm
"MULTIPOLYGON (((-74.10462408155132 40.613151431039206, -74.10447429768067 40.61320564000236, -74.10444563854384 40.61315965208833, -74.10459542351758 40.613105444061745, -74.10462408155132 40.613151431039206)))",5016769,1980,,08/22/2017 12:00:00 AM +0000,Constructed,152601,34.15,2100,142,853.90104940629,129.17124065286,5006690087,5006690087,Photogramm
"MULTIPOLYGON (((-74.10357928349339 40.63146147116245, -74.10367724357198 40.6314503433977, -74.10367830874164 40.631455788782176, -74.10370298105062 40.63145298662672, -74.10371001663633 40.63148893354154, -74.1037142582478 40.6315106061322, -74.10369138224577 40.63151320405306, -74.10369242953787 40.631518553097806, -74.10352194139551 40.63153792021954, -74.10351434950014 40.6314991299522, -74.10355670266158 40.63149431815758, -74.10355090506975 40.631464694470424, -74.10357928349339 40.63146147116245)))",5003242,1920,,08/22/2017 12:00:00 AM +0000,Constructed,169457,30.68438203,2100,151,1211.26317840109,158.93026761774,5001320012,5001320012,Photogramm
"MULTIPOLYGON (((-73.85644051171474 40.75251249608704, -73.85664422237056 40.75245143878204, -73.85670829066875 40.75243223594589, -73.8567370315067 40.75248768888689, -73.85674046196748 40.752494307376175, -73.85665092860238 40.75252114275624, -73.85663585065554 40.75249205022703, -73.85654855674163 40.75251821473562, -73.85656372546153 40.752547481186994, -73.85647277242158 40.75257474240145, -73.85644051171474 40.75251249608704)))",4044779,1931,,08/22/2017 12:00:00 AM +0000,Constructed,187941,22.14,2100,48,1644.13359270193,231.03063120316,4017790046,4017790046,Photogramm
"MULTIPOLYGON (((-73.8137557540951 40.69387867799674, -73.81376138678893 40.69387701845799, -73.81378352897909 40.69392055275535, -73.81377178876691 40.69392401154662, -73.81363234595416 40.69396510054103, -73.81361020385044 40.69392156531433, -73.8137557540951 40.69387867799674)))",4200415,1920,,08/22/2017 12:00:00 AM +0000,Constructed,574404,30.09,2100,44,764.60659508063,123.92773737882,4094830049,4094830049,Photogramm
"MULTIPOLYGON (((-73.99476806305866 40.70037172824988, -73.99482656257726 40.70025270391282, -73.9948348653666 40.70023581067945, -73.99491737075843 40.700259298806394, -73.99490923721417 40.70027584625648, -73.99486895285592 40.70035781177601, -73.99485056859514 40.700395216424255, -73.99484888017192 40.700394735475285, -73.99477377553369 40.70037335483414, -73.99476806305866 40.70037172824988)))",3001562,1899,,08/22/2017 12:00:00 AM +0000,Constructed,513926,56.46814252,2100,66,1291.35202810849,154.58991029583,3002140025,3002140025,Photogramm
"MULTIPOLYGON (((-73.85683172158174 40.70217898024757, -73.85694718073442 40.70219088810572, -73.85703053223898 40.70219948440698, -73.85702683260449 40.70222025824919, -73.85702167657372 40.70224921594549, -73.8569949538648 40.702246459596104, -73.85699584495062 40.702241452049776, -73.85682375805266 40.702223704227336, -73.85683172158174 40.70217898024757)))",4094754,1925,,08/22/2017 12:00:00 AM +0000,Constructed,647683,22.33021627,2100,143,928.47120678478,147.82512634683,4038700150,4038700150,Photogramm
